LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,LicenseSubStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
020114700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3329,,11706 CLIFTON BLVD.,LAKEWOOD,OH,44107,Cuyahoga
020131150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3332,,14000 RIDGE ROAD,NORTH ROYALTON,OH,44133,Cuyahoga
020158500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3333,,3171 WEST BLVD.,CLEVELAND,OH,44111,Cuyahoga
020114300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3334,,7259 PEARL ROAD,MIDDLEBURG HEIGHTS,OH,44130,Cuyahoga
020146950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3338,,22001 LAKESHORE BLVD,EUCLID,OH,44123,Cuyahoga
020171650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3339,,23351 LORAIN ROAD,NORTH OLMSTED,OH,44070,Cuyahoga
020114600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3340,,15501 DETROIT AVENUE,LAKEWOOD,OH,44107,Cuyahoga
020174100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3343,,1491 SOM CENTER ROAD,MAYFIELD HEIGHTS,OH,44124,Cuyahoga
020114650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3346,,17120 CHAGRIN BLVD.,SHAKER HEIGHTS,OH,44120,Cuyahoga
020118150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3347,,13956 CEDAR ROAD,UNIVERSITY HEIGHTS,OH,44118,Cuyahoga
020161800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3353,,3230 OBERLIN AVENUE,LORAIN,OH,44053,Lorain
020114000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3355,,4195 S Cleveland Massillon Rd,Norton,OH,44203-5746,Summit
020127950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3356,,265 EAST ERIE STREET,PAINESVILLE,OH,44077-3458,Lake
020114150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3358,,318 EAST MAIN STREET,RAVENNA,OH,44266,Portage
020114100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3359,,33840 AURORA ROAD,SOLON,OH,44139,Cuyahoga
020113950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3360,,3352 KENT ROAD,STOW,OH,44224,Summit
020123400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3362,,1819 EAST PROSPECT ROAD,ASHTABULA,OH,44004,Ashtabula
020729000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3364,,111 WEST CHERRY STREET,SUNBURY,OH,43074,Delaware
020130050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3376,,35000 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,Lorain
020122650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3377,,1112 PEARL ROAD,BRUNSWICK,OH,44212,Medina
021591850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3381,,3883 PARK MILL RUN DRIVE,HILLIARD,OH,43026,Franklin
020926900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3393,,118 W. GARFIELD ROAD,AURORA,OH,44202,Portage
020134400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3402,,115 NORTH COLLEGE STREET,PIQUA,OH,45356,Miami
020097950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3403,,219 THIRD AVENUE,CHESAPEAKE,OH,45619,Lawrence
020133800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3404,,35 S. ALLISON AVENUE,XENIA,OH,45385,Greene
020103300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3406,,101 E. CHARLES STREET,BUCYRUS,OH,44820,Crawford
020130700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3407,,918 HIGH STREET,WORTHINGTON,OH,43085,Franklin
020158150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3408,,1795 COLUMBUS AVENUE,WASHINGTON C.H.,OH,43160,Fayette
020124000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3410,,60 N. STYGLER ROAD,GAHANNA,OH,43230,Franklin
020120200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3411,,200 E DAYTON YELLOW SPRINGS RD,FAIRBORN,OH,45324,Greene
020163100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3413,,4400 CLEVELAND AVENUE,COLUMBUS,OH,43224,Franklin
020103400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3416,,802 11TH ST,PORTSMOUTH,OH,45662,Scioto
020109350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3419,,353 E. MAIN STREET,JACKSON,OH,45640,Jackson
020132150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3420,,1410 EAST DOROTHY LANE,KETTERING,OH,45429,Montgomery
020103350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3422,,131 3RD STREET,MARIETTA,OH,45750,Washington
020103150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3427,,103 NORTH MAYSVILLE ROAD,ZANESVILLE,OH,43701,Muskingum
020153250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3432,,535 DELAWARE AVENUE,MARION,OH,43302,Marion
020130250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3446,,1400 NORTH HIGH STREET,HILLSBORO,OH,45133,Highland
020102700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3447,,4901 NORTH MAIN STREET,DAYTON,OH,45415,Montgomery
020082850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3452,,719 SCIOTO STREET,URBANA,OH,43078,Champaign
020519600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3453,,32 NORTH LUDLOW STREET,DAYTON,OH,45402,Montgomery
022014050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3454,,1390 WEST HUNTER STREET,LOGAN,OH,43138,Hocking
020102800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3455,,200 S. SECOND STREET,COSHOCTON,OH,43812,Coshocton
020102350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3457,,201 S MAIN ST,NEW CARLISLE,OH,45344,Clark
020140700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3458,,1331 NORTH FAIRFIELD ROAD,BEAVERCREEK,OH,45432,Greene
020102250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3462,,4329 WEST THIRD STREET,DAYTON,OH,45417,Montgomery
020102000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3467,,1300 WILMINGTON AVENUE,DAYTON,OH,45420,Montgomery
020098250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3468,,1493 Upper Valley Pike,Springfield,OH,45504-4023,Clark
020157750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3471,,600 EAST STATE STREET,FREMONT,OH,43420,Sandusky
020111150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3472,,1116 WHEELING AVENUE,CAMBRIDGE,OH,43725,Guernsey
020161700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3474,,320 JEFFERSON STREET,IRONTON,OH,45638,Lawrence
020146000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3476,,914 W. MAIN STREET,TIPP CITY,OH,45371,Miami
020131800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3477,,400 MIAMISBURG-CENTERVILLE ROAD,CENTERVILLE,OH,45459,Montgomery
020137250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3481,,969 WEST FIFTH STREET,MARYSVILLE,OH,43040,Union
020137150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3484,,591 EAST LIVINGSTON AVENUE,COLUMBUS,OH,43215,Franklin
020155600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3498,,4207 GALLIA STREET,NEW BOSTON,OH,45662,Scioto
020155750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3499,,251 EAST BROADWAY,NEW LEXINGTON,OH,43764,Perry
020761300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3612,,407 NORTH FRONT STREET,OAK HILL,OH,45656,Jackson
020821300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3634,,2160 LEE ROAD,CLEVELAND HEIGHTS,OH,44118,Cuyahoga
020816550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3645,,7710 CHIPPEWA ROAD,BRECKSVILLE,OH,44141,Cuyahoga
020796300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3697,,19950 DETROIT ROAD,ROCKY RIVER,OH,44116,Cuyahoga
020758800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3817,,7412 STATE ROAD,PARMA,OH,441344998,Cuyahoga
021006300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3978,,1137 STATE ROUTE 131,MILFORD,OH,45150,Clermont
020845050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3980,,500 S. WATER STREET,KENT,OH,44240,Portage
020818250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3992,,620 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,Franklin
020841500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3996,,2846 MAHONING AVENUE,YOUNGSTOWN,OH,44509,Mahoning
020839850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3997,,443 CLEVELAND STREET,ELYRIA,OH,44035,Lorain
020758650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4054,,8001 WEST 130TH STREET,NORTH ROYALTON,OH,44133,Cuyahoga
020758600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4057,,9 WEST 130TH STREET,HINCKLEY,OH,44233,Medina
020758900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4078,,375 LEAR STREET,AVON LAKE,OH,44012,Lorain
020776200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4101,,34 SHOPPING PLAZA DRIVE,CHAGRIN FALLS,OH,44022,Cuyahoga
020780600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4208,,6527 BRECKSVILLE ROAD,INDEPENDENCE,OH,44131,Cuyahoga
020792650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4223,,3100 CLEVELAND AVENUE,COLUMBUS,OH,43224,Franklin
020137550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4300,,13777 PEARL ROAD,STRONGSVILLE,OH,44136,Cuyahoga
020138800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4301,,9302 Olde 8 Rd,Northfield,OH,44067-2027,Summit
020093300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4304,,30791 DETROIT ROAD,WESTLAKE,OH,44145,Cuyahoga
020165650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4305,,840 EUCLID AVENUE,CLEVELAND,OH,44114,Cuyahoga
020137350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4309,,1711 STATE ROAD,CUYAHOGA FALLS,OH,44223,Summit
020139150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4316,,6301 HARVARD AVENUE,CLEVELAND,OH,44105,Cuyahoga
020081550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4320,,14025 PURITAS AVE,CLEVELAND,OH,44135,Cuyahoga
020139700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4327,,1506 MENTOR AVENUE,PAINESVILLE,OH,44077,Lake
020151000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4330,,140 SOLON ROAD,BEDFORD,OH,44146,Cuyahoga
020179050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4331,,380 STATE STREET,CONNEAUT,OH,44030,Ashtabula
020146500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4333,,2091 EASTWOOD AVENUE,AKRON,OH,44305,Summit
020150950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4336,,10380 NORTHFIELD RD,NORTHFIELD,OH,44067,Summit
020149000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4342,,900 YOUNGSTOWN-POLAND ROAD,STRUTHERS,OH,44471,Mahoning
020151050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4345,,14440 Cedar Rd,Cleveland,OH,44121-3329,Cuyahoga
020181750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4347,,11223 GRANGER ROAD,GARFIELD HEIGHTS,OH,44125,Cuyahoga
020433950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4348,,28700 CHARDON ROAD,WILLOUGHBY HILLS,OH,44092,Lake
020164450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4349,,15925 WEST HIGH ST.,MIDDLEFIELD,OH,44062,Geauga
020165100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4350,,13215 SHAKER SQUARE,CLEVELAND,OH,44120,Cuyahoga
020448600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4351,,6005 SOM CENTER ROAD,WILLOUGHBY,OH,44094,Lake
020721150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4353,,300 OXFORD STREET,DOVER,OH,44622,Tuscarawas
020362450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4359,,5783 DARROW ROAD,HUDSON,OH,44236,Summit
020398350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4360,,401 SOUTH ELMWOOD AVE.,MEDINA,OH,44256,Medina
020384900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4366,,8519 MAYFIELD ROAD,CHESTERLAND,OH,44026,Geauga
020706450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4393,,105 NORTH PORTAGE STREET,DOYLESTOWN,OH,44230,Wayne
020826950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4400,,3066 STATE ROUTE 160,GALLIPOLIS,OH,45631,Gallia
020719300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4401,,5981 FAR HILLS AVENUE,DAYTON,OH,45429,Montgomery
020968700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4437,,10085 DARROW ROAD,TWINSBURG,OH,44087,Summit
020961050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4445,,2620 W. BREESE RD.,LIMA,OH,45806,Allen
021122200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4483,,4777 SAWMILL ROAD,COLUMBUS,OH,43220,Franklin
021032100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4499,,1443 RICHMOND ROAD,LYNDHURST,OH,44124,Cuyahoga
021982400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4572,,641 GRAHAM ROAD,CUYAHOGA FALLS,OH,44221,Summit
020806600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4605,,415 NORTH MAIN STREET,ORRVILLE,OH,44667,Wayne
020805700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4606,,620 EAST MARKET STREET,WARREN,OH,44481,Trumbull
020775700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4607,,5901 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,Cuyahoga
020893300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4621,,1001 NORTON ROAD,GALLOWAY,OH,43119,Franklin
020450150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4800,,590 E. MARKET STREET,AKRON,OH,44304,Summit
020574700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4802,,600 W. MAPLE STREET,HARTVILLE,OH,44632,Stark
020722000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4803,,8000 EUCLID AVENUE,CLEVELAND,OH,44103,Cuyahoga
020649050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4804,,16801 CHILLICOTHE ROAD,CHAGRIN FALLS,OH,44023,Geauga
020750300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4805,,297 SOUTH MAIN STREET,OBERLIN,OH,44074,Lorain
020868250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4807,,9940 STATE ROUTE 43,STREETSBORO,OH,44241,Portage
020669200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4810,,1208 MAPLE AVE,ZANESVILLE,OH,43701,Muskingum
020695850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #4811,,27120 BAGLEY ROAD,OLMSTED TOWNSHIP,OH,44138,Cuyahoga
022215400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5060,,3424 S. HIGH STREET,COLUMBUS,OH,43207,Franklin
021018700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5366,,10825 KINSMAN ROAD,CLEVELAND,OH,44104,Cuyahoga
021301900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5425,,8910 EAST BROAD STREET,PATASKALA,OH,43062,Licking
021302150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5426,,9197 READING ROAD,CINCINNATI,OH,45215,Hamilton
021302100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5429,,521 EAST STATE STREET,GEORGETOWN,OH,45121,Brown
021302050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5431,,592 WEST PLANE STREET,BETHEL,OH,45106,Clermont
021302200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5433,,3733 HAMILTON-CLEVES ROAD,HAMILTON,OH,45013,Butler
021301850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5434,,1950 HARD ROAD,COLUMBUS,OH,43235,Franklin
021301950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5436,,2100 EAST DUBLIN-GRANVILLE ROAD,COLUMBUS,OH,43229,Franklin
022014100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5457,,3488 SELDOM SEEN ROAD,POWELL,OH,43065,Delaware
022014150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5458,,2565 LONDON GROVEPORT ROAD,GROVE CITY,OH,43123,Franklin
020777900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5654,,797 WEST COSHOCTON STREET,JOHNSTOWN,OH,43031,Licking
020720250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5666,,1101 BELLEFONTAINE STREET,WAPAKONETA,OH,45895,Auglaize
020777100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5717,,3506 GENDER ROAD,CANAL WINCHESTER,OH,43110,Franklin
020162300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5813,,463 TIFFIN AVENUE,FINDLAY,OH,45840,Hancock
020371650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5918,,933 BETHEL ROAD,COLUMBUS,OH,43214,Franklin
020414100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5941,,1890 NORTH RIDGE ROAD,PAINESVILLE,OH,44077,Lake
020370250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #5949,,775 Neil Ave,Columbus,OH,43215-1611,Franklin
022014200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6079,,921 LILA AVENUE,MILFORD,OH,45150,Clermont
022023350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6080,,590 NILLES ROAD,FAIRFIELD,OH,45014,Butler
022018250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6093,,8372 VINE STREET,CINCINNATI,OH,45216,Hamilton
022013000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6094,,9546 MONTGOMERY ROAD,MONTGOMERY,OH,45242,Hamilton
022013050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6095,,3086 MADISON ROAD,CINCINNATI,OH,45209,Hamilton
020486100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6098,,120 E. MAIN ST.,WILMINGTON,OH,45177,Clinton
022018200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6110,,3197 Linwood Ave,Cincinnati,OH,45208-2962,Hamilton
022012550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6111,,5229 MONTGOMERY ROAD,NORWOOD,OH,45212,Hamilton
022012600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6123,,7500 BEECHMONT AVENUE,CINCINNATI,OH,45255,Hamilton
022012750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #6131,,36 EAST SEVENTH STREET,CINCINNATI,OH,45202,Hamilton
