LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,LicenseSubStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address
22572300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #17158,,4144 BUCKEYE PKWY,GROVE CITY,OH,43123,Franklin,"(39.8767266, -83.0366411)","4144 BUCKEYE PKWY, GROVE CITY, OH 43123"
22572200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #17422,,1970 HILLIARD ROME ROAD,HILLIARD,OH,43026,Franklin,"(39.9911233, -83.1489862)","1970 HILLIARD ROME ROAD, HILLIARD, OH 43026"
22014750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #1756,,8467 EAST MAIN STREET,REYNOLDSBURG,OH,43068,Licking,"(39.9552856, -82.7723974)","8467 EAST MAIN STREET, REYNOLDSBURG, OH 43068"
22120950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2063,,"7292 FULTON DRIVE, N.W.",CANTON,OH,44718,Stark,"(40.8599042, -81.4844719)","7292 FULTON DRIVE, N.W., CANTON, OH 44718"
22015500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2342,,7217 CINCINNATI -DAYTON ROAD,WEST CHESTER,OH,45069,Butler,"(39.3697315, -84.3862506)","7217 CINCINNATI -DAYTON ROAD, WEST CHESTER, OH 45069"
22023850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2345,,513 EAST MONROE STREET,SANDUSKY,OH,44870,Erie,"(41.4529176, -82.70162789999999)","513 EAST MONROE STREET, SANDUSKY, OH 44870"
22014850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2381,,9151 S Old State Rd,Lewis Center,OH,43035-9496,Delaware,"(40.1497815, -82.9971862)","9151 S Old State Rd, Lewis Center, OH 43035-9496"
22129950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2385,,1339 NORTH MAIN STREET,NORTH CANTON,OH,44720,Stark,"(40.8901433, -81.40646029999999)","1339 NORTH MAIN STREET, NORTH CANTON, OH 44720"
22014900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2394,,1013 WASHINGTON BLVD,BELPRE,OH,45714,Washington,"(39.273459, -81.5816205)","1013 WASHINGTON BLVD, BELPRE, OH 45714"
22014950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2405,,955 NORTH 21ST STREET,NEWARK,OH,43055,Licking,"(40.0742149, -82.42924909999999)","955 NORTH 21ST STREET, NEWARK, OH 43055"
22015000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2469,,625 DOVER CENTER ROAD,BAY VILLAGE,OH,44140,Cuyahoga,"(41.4776897, -81.920498)","625 DOVER CENTER ROAD, BAY VILLAGE, OH 44140"
22015050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2486,,1331 YOUNGSTOWN-WARREN ROAD,NILES,OH,44446,Trumbull,"(41.2055312, -80.7396342)","1331 YOUNGSTOWN-WARREN ROAD, NILES, OH 44446"
22014250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2518,,2160 NORTH HIGH STREET,COLUMBUS,OH,43201,Franklin,"(40.0063444, -83.00899419999999)","2160 NORTH HIGH STREET, COLUMBUS, OH 43201"
22014300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2528,,2801 FAR HILLS AVENUE,OAKWOOD,OH,45419,Montgomery,"(39.7054857, -84.1709288)","2801 FAR HILLS AVENUE, OAKWOOD, OH 45419"
22014350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2540,,4961 ROBERTS ROAD,HILLIARD,OH,43026,Franklin,"(40.002617, -83.1395033)","4961 ROBERTS ROAD, HILLIARD, OH 43026"
22014400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2543,,601 EAST MAIN STREET,CANFIELD,OH,44406,Mahoning,"(41.0241779, -80.7413148)","601 EAST MAIN STREET, CANFIELD, OH 44406"
22014450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2587,,27713 LORAIN ROAD,NORTH OLMSTED,OH,44070,Cuyahoga,"(41.4124569, -81.9289032)","27713 LORAIN ROAD, NORTH OLMSTED, OH 44070"
22014500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2588,,36008 DETROIT AVENUE,AVON,OH,44011,Lorain,"(41.460151, -82.0203143)","36008 DETROIT AVENUE, AVON, OH 44011"
22014550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2677,,175 WEST MAIN STREET,NEW ALBANY,OH,43054,Franklin,"(40.0798622, -82.8132004)","175 WEST MAIN STREET, NEW ALBANY, OH 43054"
22014600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2715,,17 WILLIAM H. TAFT ROAD,CINCINNATI,OH,45219,Hamilton,"(39.12761039999999, -84.51087179999999)","17 WILLIAM H. TAFT ROAD, CINCINNATI, OH 45219"
22014650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2735,,4280 MORSE ROAD,COLUMBUS,OH,43230,Franklin,"(40.0570086, -82.88706520000001)","4280 MORSE ROAD, COLUMBUS, OH 43230"
22014700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2764,,7314 MONTGOMERY ROAD,CINCINNATI,OH,45236,Hamilton,"(39.193186, -84.39961939999999)","7314 MONTGOMERY ROAD, CINCINNATI, OH 45236"
22018350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2840,,5525 PARKSIDE DRIVE,MASON,OH,45040,Warren,"(39.3581807, -84.28093679999999)","5525 PARKSIDE DRIVE, MASON, OH 45040"
21319750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #2964,,6632 S. STATE ROUTE 48,MAINEVILLE,OH,45039,Warren,"(39.338657, -84.2187831)","6632 S. STATE ROUTE 48, MAINEVILLE, OH 45039"
20134000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3028,,14372 SNOW ROAD,BROOKPARK,OH,44142,Cuyahoga,"(41.4055822, -81.7942856)","14372 SNOW ROAD, BROOKPARK, OH 44142"
20124650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3032,,4961 MONTICELLO BLVD,RICHMOND HEIGHTS,OH,44143,Cuyahoga,"(41.5392711, -81.4983396)","4961 MONTICELLO BLVD, RICHMOND HEIGHTS, OH 44143"
20093800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3035,,212 WEST BAGLEY ROAD,BEREA,OH,44017,Cuyahoga,"(41.3735844, -81.86106459999999)","212 WEST BAGLEY ROAD, BEREA, OH 44017"
20129350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3041,,235 EAST CUYAHOGA FALLS AVENUE,AKRON,OH,44310,Summit,"(41.1090221, -81.5086281)","235 EAST CUYAHOGA FALLS AVENUE, AKRON, OH 44310"
20393200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3044,,134 YOUNGSTOWN-HUBBARD RD,HUBBARD,OH,44425,Trumbull,"(41.1560302, -80.5856931)","134 YOUNGSTOWN-HUBBARD RD, HUBBARD, OH 44425"
21038300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3080,,4996 BRANDT PIKE,HUBER HEIGHTS,OH,45424,Montgomery,"(39.8249639, -84.12191170000001)","4996 BRANDT PIKE, HUBER HEIGHTS, OH 45424"
22018100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3092,,1410 CLEVELAND-MASSILLON ROAD,COPLEY,OH,44321,Summit,"(41.0996403, -81.6452905)","1410 CLEVELAND-MASSILLON ROAD, COPLEY, OH 44321"
20806350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3169,,170 EAST MAIN STREET,GENEVA,OH,44041,Ashtabula,"(41.80594019999999, -80.94448919999999)","170 EAST MAIN STREET, GENEVA, OH 44041"
21050550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3174,,1370 WEST MAIN STREET,NEWARK,OH,43055,Licking,"(40.0468149, -82.4526382)","1370 WEST MAIN STREET, NEWARK, OH 43055"
20828950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3183,,116 AINSWORTH STREET,LODI,OH,44254,Medina,"(41.032509, -82.01282619999999)","116 AINSWORTH STREET, LODI, OH 44254"
20983100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3238,,1500 LOCKBOURNE ROAD,COLUMBUS,OH,43206,Franklin,"(39.9350668, -82.96384979999999)","1500 LOCKBOURNE ROAD, COLUMBUS, OH 43206"
20930450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3246,,4840 GLENWAY AVENUE,CINCINNATI,OH,45238,Hamilton,"(39.1178434, -84.59810139999999)","4840 GLENWAY AVENUE, CINCINNATI, OH 45238"
20115950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3301,,28100 CHAGRIN BLVD,WOODMERE,OH,44122,Cuyahoga,"(41.4618233, -81.47979579999999)","28100 CHAGRIN BLVD, WOODMERE, OH 44122"
20110650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3302,,7230 MARKET STREET,BOARDMAN,OH,44512,Mahoning,"(41.0250572, -80.6634764)","7230 MARKET STREET, BOARDMAN, OH 44512"
20100750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3304,,"3933 PARKMAN ROAD, N.W.",WARREN,OH,44481,Trumbull,"(41.2584572, -80.86748539999999)","3933 PARKMAN ROAD, N.W., WARREN, OH 44481"
20089150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3306,,1949 W. MARKET STREET,AKRON,OH,44313,Summit,"(41.1138592, -81.5778922)","1949 W. MARKET STREET, AKRON, OH 44313"
20110300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3312,,703 W. ERVIN STREET,VAN WERT,OH,45891,Van Wert,"(40.859292, -84.5931677)","703 W. ERVIN STREET, VAN WERT, OH 45891"
20114800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3317,,296 CENTER STREET,CHARDON,OH,44024,Geauga,"(41.5839179, -81.2118606)","296 CENTER STREET, CHARDON, OH 44024"
20088750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3320,,426 ROBINSON AVENUE,BARBERTON,OH,44203,Summit,"(41.0099662, -81.5906179)","426 ROBINSON AVENUE, BARBERTON, OH 44203"
20129150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3321,,2284 BACK ORRVILLE ROAD,WOOSTER,OH,44691,Wayne,"(40.8291326, -81.9078002)","2284 BACK ORRVILLE ROAD, WOOSTER, OH 44691"
20143850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3322,,2007 BROOKPARK ROAD,CLEVELAND,OH,44109,Cuyahoga,"(41.4188561, -81.69410850000001)","2007 BROOKPARK ROAD, CLEVELAND, OH 44109"
20140500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3326,,9040 MENTOR AVENUE,MENTOR,OH,44060,Lake,"(41.67518580000001, -81.3158107)","9040 MENTOR AVENUE, MENTOR, OH 44060"
20114700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3329,,11706 CLIFTON BLVD.,LAKEWOOD,OH,44107,Cuyahoga,"(41.488139, -81.76935979999999)","11706 CLIFTON BLVD., LAKEWOOD, OH 44107"
20131150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3332,,14000 RIDGE ROAD,NORTH ROYALTON,OH,44133,Cuyahoga,"(41.31324439999999, -81.7353491)","14000 RIDGE ROAD, NORTH ROYALTON, OH 44133"
20158500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3333,,3171 WEST BLVD.,CLEVELAND,OH,44111,Cuyahoga,"(41.4661877, -81.7539996)","3171 WEST BLVD., CLEVELAND, OH 44111"
20114300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3334,,7259 PEARL ROAD,MIDDLEBURG HEIGHTS,OH,44130,Cuyahoga,"(41.3675511, -81.8037652)","7259 PEARL ROAD, MIDDLEBURG HEIGHTS, OH 44130"
20146950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3338,,22001 LAKESHORE BLVD,EUCLID,OH,44123,Cuyahoga,"(41.6096742, -81.5278386)","22001 LAKESHORE BLVD, EUCLID, OH 44123"
20171650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3339,,23351 LORAIN ROAD,NORTH OLMSTED,OH,44070,Cuyahoga,"(41.4341116, -81.8795416)","23351 LORAIN ROAD, NORTH OLMSTED, OH 44070"
20114600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3340,,15501 DETROIT AVENUE,LAKEWOOD,OH,44107,Cuyahoga,"(41.4849042, -81.80526449999999)","15501 DETROIT AVENUE, LAKEWOOD, OH 44107"
20174100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3343,,1491 SOM CENTER ROAD,MAYFIELD HEIGHTS,OH,44124,Cuyahoga,"(41.5205428, -81.437255)","1491 SOM CENTER ROAD, MAYFIELD HEIGHTS, OH 44124"
20114650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3346,,17120 CHAGRIN BLVD.,SHAKER HEIGHTS,OH,44120,Cuyahoga,"(41.4642765, -81.5593856)","17120 CHAGRIN BLVD., SHAKER HEIGHTS, OH 44120"
20118150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3347,,13956 CEDAR ROAD,UNIVERSITY HEIGHTS,OH,44118,Cuyahoga,"(41.5009608, -81.53774539999999)","13956 CEDAR ROAD, UNIVERSITY HEIGHTS, OH 44118"
20161800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3353,,3230 OBERLIN AVENUE,LORAIN,OH,44053,Lorain,"(41.441238, -82.1858934)","3230 OBERLIN AVENUE, LORAIN, OH 44053"
20114000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3355,,4195 S Cleveland Massillon Rd,Norton,OH,44203-5746,Summit,"(41.0242182, -81.6377138)","4195 S Cleveland Massillon Rd, Norton, OH 44203-5746"
20127950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3356,,265 EAST ERIE STREET,PAINESVILLE,OH,44077-3458,Lake,"(41.7292459, -81.243955)","265 EAST ERIE STREET, PAINESVILLE, OH 44077-3458"
20114150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3358,,318 EAST MAIN STREET,RAVENNA,OH,44266,Portage,"(41.1570938, -81.23874599999999)","318 EAST MAIN STREET, RAVENNA, OH 44266"
20114100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3359,,33840 AURORA ROAD,SOLON,OH,44139,Cuyahoga,"(41.3847558, -81.4381591)","33840 AURORA ROAD, SOLON, OH 44139"
20113950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3360,,3352 KENT ROAD,STOW,OH,44224,Summit,"(41.1588868, -81.4408923)","3352 KENT ROAD, STOW, OH 44224"
20123400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3362,,1819 EAST PROSPECT ROAD,ASHTABULA,OH,44004,Ashtabula,"(41.8751393, -80.77305179999999)","1819 EAST PROSPECT ROAD, ASHTABULA, OH 44004"
20729000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3364,,111 WEST CHERRY STREET,SUNBURY,OH,43074,Delaware,"(40.2446489, -82.8646538)","111 WEST CHERRY STREET, SUNBURY, OH 43074"
20130050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3376,,35000 CENTER RIDGE ROAD,NORTH RIDGEVILLE,OH,44039,Lorain,"(41.3945593, -82.0059768)","35000 CENTER RIDGE ROAD, NORTH RIDGEVILLE, OH 44039"
20122650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3377,,1112 PEARL ROAD,BRUNSWICK,OH,44212,Medina,"(41.2452085, -81.8420348)","1112 PEARL ROAD, BRUNSWICK, OH 44212"
21591850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3381,,3883 PARK MILL RUN DRIVE,HILLIARD,OH,43026,Franklin,"(40.0324706, -83.1171119)","3883 PARK MILL RUN DRIVE, HILLIARD, OH 43026"
20926900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3393,,118 W. GARFIELD ROAD,AURORA,OH,44202,Portage,"(41.3179484, -81.3493694)","118 W. GARFIELD ROAD, AURORA, OH 44202"
20134400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3402,,115 NORTH COLLEGE STREET,PIQUA,OH,45356,Miami,"(40.1469199, -84.2485548)","115 NORTH COLLEGE STREET, PIQUA, OH 45356"
20097950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3403,,219 THIRD AVENUE,CHESAPEAKE,OH,45619,Lawrence,"(38.4282919, -82.453576)","219 THIRD AVENUE, CHESAPEAKE, OH 45619"
20133800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3404,,35 S. ALLISON AVENUE,XENIA,OH,45385,Greene,"(39.68339880000001, -83.9427164)","35 S. ALLISON AVENUE, XENIA, OH 45385"
20103300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3406,,101 E. CHARLES STREET,BUCYRUS,OH,44820,Crawford,"(40.8050124, -82.9749475)","101 E. CHARLES STREET, BUCYRUS, OH 44820"
20130700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3407,,918 HIGH STREET,WORTHINGTON,OH,43085,Franklin,"(40.0927347, -83.01746519999999)","918 HIGH STREET, WORTHINGTON, OH 43085"
20158150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3408,,1795 COLUMBUS AVENUE,WASHINGTON C.H.,OH,43160,Fayette,"(39.55021259999999, -83.42259469999999)","1795 COLUMBUS AVENUE, WASHINGTON C.H., OH 43160"
20124000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3410,,60 N. STYGLER ROAD,GAHANNA,OH,43230,Franklin,"(40.0197849, -82.8897262)","60 N. STYGLER ROAD, GAHANNA, OH 43230"
20120200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3411,,200 E DAYTON YELLOW SPRINGS RD,FAIRBORN,OH,45324,Greene,"(39.7887281, -84.0204301)","200 E DAYTON YELLOW SPRINGS RD, FAIRBORN, OH 45324"
20163100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3413,,4400 CLEVELAND AVENUE,COLUMBUS,OH,43224,Franklin,"(40.0588548, -82.95242429999999)","4400 CLEVELAND AVENUE, COLUMBUS, OH 43224"
20103400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3416,,802 11TH ST,PORTSMOUTH,OH,45662,Scioto,"(38.7386375, -82.99576359999999)","802 11TH ST, PORTSMOUTH, OH 45662"
20109350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3419,,353 E. MAIN STREET,JACKSON,OH,45640,Jackson,"(38.895833, -82.569818)","353 E. MAIN STREET, JACKSON, OH 45640"
20132150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3420,,1410 EAST DOROTHY LANE,KETTERING,OH,45429,Montgomery,"(39.7032144, -84.1411119)","1410 EAST DOROTHY LANE, KETTERING, OH 45429"
20103350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3422,,131 3RD STREET,MARIETTA,OH,45750,Washington,"(39.4136226, -81.4515452)","131 3RD STREET, MARIETTA, OH 45750"
20103150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3427,,103 NORTH MAYSVILLE ROAD,ZANESVILLE,OH,43701,Muskingum,"(39.9064303, -82.019329)","103 NORTH MAYSVILLE ROAD, ZANESVILLE, OH 43701"
20153250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3432,,535 DELAWARE AVENUE,MARION,OH,43302,Marion,"(40.57984099999999, -83.1272748)","535 DELAWARE AVENUE, MARION, OH 43302"
20130250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3446,,1400 NORTH HIGH STREET,HILLSBORO,OH,45133,Highland,"(39.2217334, -83.6079851)","1400 NORTH HIGH STREET, HILLSBORO, OH 45133"
20102700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3447,,4901 NORTH MAIN STREET,DAYTON,OH,45415,Montgomery,"(39.8132107, -84.2288145)","4901 NORTH MAIN STREET, DAYTON, OH 45415"
20082850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3452,,719 SCIOTO STREET,URBANA,OH,43078,Champaign,"(40.1063724, -83.73672289999999)","719 SCIOTO STREET, URBANA, OH 43078"
20519600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3453,,32 NORTH LUDLOW STREET,DAYTON,OH,45402,Montgomery,"(39.7592277, -84.1913083)","32 NORTH LUDLOW STREET, DAYTON, OH 45402"
22014050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3454,,1390 WEST HUNTER STREET,LOGAN,OH,43138,Hocking,"(39.5441662, -82.42818679999999)","1390 WEST HUNTER STREET, LOGAN, OH 43138"
20102800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3455,,200 S. SECOND STREET,COSHOCTON,OH,43812,Coshocton,"(40.2717882, -81.86849099999999)","200 S. SECOND STREET, COSHOCTON, OH 43812"
20102350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3457,,201 S MAIN ST,NEW CARLISLE,OH,45344,Clark,"(39.9356952, -84.02576859999999)","201 S MAIN ST, NEW CARLISLE, OH 45344"
20140700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3458,,1331 NORTH FAIRFIELD ROAD,BEAVERCREEK,OH,45432,Greene,"(39.7288048, -84.05792190000001)","1331 NORTH FAIRFIELD ROAD, BEAVERCREEK, OH 45432"
20102250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3462,,4329 WEST THIRD STREET,DAYTON,OH,45417,Montgomery,"(39.7500017, -84.2577415)","4329 WEST THIRD STREET, DAYTON, OH 45417"
20102000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3467,,1300 WILMINGTON AVENUE,DAYTON,OH,45420,Montgomery,"(39.7233916, -84.15096179999999)","1300 WILMINGTON AVENUE, DAYTON, OH 45420"
20098250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3468,,1493 Upper Valley Pike,Springfield,OH,45504-4023,Clark,"(39.9464298, -83.85347)","1493 Upper Valley Pike, Springfield, OH 45504-4023"
20157750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3471,,600 EAST STATE STREET,FREMONT,OH,43420,Sandusky,"(41.3454668, -83.1035821)","600 EAST STATE STREET, FREMONT, OH 43420"
20111150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3472,,1116 WHEELING AVENUE,CAMBRIDGE,OH,43725,Guernsey,"(40.0242509, -81.58393350000001)","1116 WHEELING AVENUE, CAMBRIDGE, OH 43725"
20161700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,CVS/PHARMACY #3474,,320 JEFFERSON STREET,IRONTON,OH,45638,Lawrence,"(38.5313725, -82.68151619999999)","320 JEFFERSON STREET, IRONTON, OH 45638"
