BusinessName,DoingBusinessAs,Public Zip,votes_dem,votes_rep,pct_dem_lead,PopInsured,TotalPop,Life Exp, Median_Income_Dollars , Mean_Income_Dollars ,Public Address Street,LocationCity,LocationState,LocationCounty,Geo,Full Address,ZCTA5,GEOID,LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,Census_Tract_Code
CVS/PHARMACY #3458,,45432,279,365,-13.1,"14,028","14,795",," $83,323.00 "," $94,424.00 ",1331 NORTH FAIRFIELD ROAD,BEAVERCREEK,OH,Greene,"(39.7288048, -84.05792190000001)","1331 NORTH FAIRFIELD ROAD, BEAVERCREEK, OH 45432",45432,39057-BEAVERCREEK 010,20140700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39057210201
CVS/PHARMACY #3462,,45417,406,18,90.7,"25,137","27,082",71.2," $35,027.00 "," $49,202.00 ",4329 WEST THIRD STREET,DAYTON,OH,Montgomery,"(39.7500017, -84.2577415)","4329 WEST THIRD STREET, DAYTON, OH 45417",45417,39113-DAYTON 15-C,20102250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113004400
CVS/PHARMACY #3467,,45420,333,267,10.6,"22,032","23,797",71.5," $56,670.00 "," $68,472.00 ",1300 WILMINGTON AVENUE,DAYTON,OH,Montgomery,"(39.7233916, -84.15096179999999)","1300 WILMINGTON AVENUE, DAYTON, OH 45420",45420,39113-DAYTON 09-C,20102000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113003100
CVS/PHARMACY #3468,,45504-4023,323,720,-37.5,"15,157","16,253",75," $67,334.00 "," $90,006.00 ",1493 Upper Valley Pike,Springfield,OH,Clark,"(39.9464298, -83.85347)","1493 Upper Valley Pike, Springfield, OH 45504-4023",45504,39023-GERMAN 2,20098250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39023002502
CVS/PHARMACY #3471,,43420,236,203,7.3,"27,121","29,012",74.9," $62,802.00 "," $76,882.00 ",600 EAST STATE STREET,FREMONT,OH,Sandusky,"(41.3454668, -83.1035821)","600 EAST STATE STREET, FREMONT, OH 43420",43420,39143-FREMONT CITY 3-A,20157750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39143961800
CVS/PHARMACY #3472,,43725,207,375,-28.4,"17,995","19,424",72.9," $51,612.00 "," $66,899.00 ",1116 WHEELING AVENUE,CAMBRIDGE,OH,Guernsey,"(40.0242509, -81.58393350000001)","1116 WHEELING AVENUE, CAMBRIDGE, OH 43725",43725,39059-CAMBRIDGE 4-B,20111150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39059977600
CVS/PHARMACY #3474,,45638,40,106,-45.2,"18,332","19,581",70.2," $49,544.00 "," $63,653.00 ",320 JEFFERSON STREET,IRONTON,OH,Lawrence,"(38.5313725, -82.68151619999999)","320 JEFFERSON STREET, IRONTON, OH 45638",45638,39087-IRONTON 2C,20161700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39087050300
CVS/PHARMACY #3476,,45371,268,622,-39.2,"21,370","22,223",77.8," $89,425.00 "," $112,619.00 ",914 W. MAIN STREET,TIPP CITY,OH,Miami,"(39.96003959999999, -84.18555830000001)","914 W. MAIN STREET, TIPP CITY, OH 45371",45371,39109-TIPP CITY E,20146000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39109355001
CVS/PHARMACY #3477,,45459,443,378,7.8,"34,781","36,985",82.3," $110,682.00 "," $142,869.00 ",400 MIAMISBURG-CENTERVILLE ROAD,CENTERVILLE,OH,Montgomery,"(39.6273983, -84.1707708)","400 MIAMISBURG-CENTERVILLE ROAD, CENTERVILLE, OH 45459",45458,39113-WASHINGTON T,20131800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113040403
CVS/PHARMACY #3481,,43040,195,295,-20.1,"33,380","35,024",," $96,320.00 "," $111,683.00 ",969 WEST FIFTH STREET,MARYSVILLE,OH,Union,"(40.2383762, -83.38306519999999)","969 WEST FIFTH STREET, MARYSVILLE, OH 43040",43040,39159-MARYSVILLE 07,20137250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39159050401
CVS/PHARMACY #3484,,43215,853,177,65,"20,142","22,026",79.7," $74,421.00 "," $105,146.00 ",591 EAST LIVINGSTON AVENUE,COLUMBUS,OH,Franklin,"(39.9518752, -82.982845)","591 EAST LIVINGSTON AVENUE, COLUMBUS, OH 43215",43206,39049-COLUMBUS 08-D,20137150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049005200
CVS/PHARMACY #3498,,45662,144,182,-11.5,"25,143","26,436",72.2," $37,345.00 "," $57,022.00 ",4207 GALLIA STREET,NEW BOSTON,OH,Scioto,"(38.7556944, -82.93224409999999)","4207 GALLIA STREET, NEW BOSTON, OH 45662",45662,39145-NEW BOSTON 2-A,20155600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39145003100
CVS/PHARMACY #3499,,43764,93,167,-27.9,"7,415","7,858",73.6," $54,388.00 "," $72,662.00 ",251 EAST BROADWAY,NEW LEXINGTON,OH,Perry,"(39.720321, -82.2058301)","251 EAST BROADWAY, NEW LEXINGTON, OH 43764",43764,39127-NEW LEXINGTON A/B,20155750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39127966200
CVS/PHARMACY #3612,,45656,79,327,-60.2,"6,121","6,812",74.7," $57,846.00 "," $79,800.00 ",407 NORTH FRONT STREET,OAK HILL,OH,Jackson,"(38.89861399999999, -82.5713074)","407 NORTH FRONT STREET, OAK HILL, OH 45656",45656,39079-OAK HILL II,20761300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39079957800
CVS/PHARMACY #3634,,44118,749,79,79.8,"38,937","40,322",79.5," $76,328.00 "," $106,716.00 ",2160 LEE ROAD,CLEVELAND HEIGHTS,OH,Cuyahoga,"(41.5005689, -81.5657751)","2160 LEE ROAD, CLEVELAND HEIGHTS, OH 44118",44118,39035-CLEVELAND HEIGHTS 2-F,20821300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035141500
CVS/PHARMACY #3645,,44141,603,495,9.7,"13,489","13,785",79.3," $127,347.00 "," $162,051.00 ",7710 CHIPPEWA ROAD,BRECKSVILLE,OH,Cuyahoga,"(41.3191457, -81.62358739999999)","7710 CHIPPEWA ROAD, BRECKSVILLE, OH 44141",44141,39035-BRECKSVILLE G,20816550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035135106
CVS/PHARMACY #3697,,44116,604,409,19,"20,821","21,239",82," $93,532.00 "," $149,161.00 ",19950 DETROIT ROAD,ROCKY RIVER,OH,Cuyahoga,"(41.4799945, -81.8424412)","19950 DETROIT ROAD, ROCKY RIVER, OH 44116",44116,39035-ROCKY RIVER 3-A,20796300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035181100
CVS/PHARMACY #3817,,441344998,298,459,-21.2,"26,084","28,113",80.1," $67,619.00 "," $80,872.00 ",7412 STATE ROAD,PARMA,OH,Cuyahoga,"(41.364386, -81.7178173)","7412 STATE ROAD, PARMA, OH 441344998",44129,39035-PARMA 5-D,20758800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035177609
CVS/PHARMACY #3978,,45150,249,434,-26.8,"31,238","32,938",81.1," $91,780.00 "," $116,737.00 ",1137 STATE ROUTE 131,MILFORD,OH,Clermont,"(39.1746418, -84.2369597)","1137 STATE ROUTE 131, MILFORD, OH 45150",45150,39025-MIAMI TWP M,21006300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39025040600
CVS/PHARMACY #3980,,44240,328,90,56.4,"35,645","37,686",80.2," $57,415.00 "," $78,082.00 ",500 S. WATER STREET,KENT,OH,Portage,"(41.1496921, -81.3588757)","500 S. WATER STREET, KENT, OH 44240",44240,39133-KENT 5-B,20845050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39133601400
CVS/PHARMACY #3992,,43081,731,512,17.4,"60,904","63,995",," $90,336.00 "," $110,164.00 ",620 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,Franklin,"(40.1113053, -82.9485412)","620 SOUTH CLEVELAND AVENUE, WESTERVILLE, OH 43081",43081,39049-WESTERVILLE 4-B,20818250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006991
CVS/PHARMACY #3996,,44509,416,183,38.1,"9,650","10,643",74.6," $36,472.00 "," $51,483.00 ",2846 MAHONING AVENUE,YOUNGSTOWN,OH,Mahoning,"(41.1033716, -80.70181)","2846 MAHONING AVENUE, YOUNGSTOWN, OH 44509",44509,39099-YOUNGSTOWN CITY 4 D,20841500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099802900
CVS/PHARMACY #3997,,44035,369,371,-0.3,"57,020","61,432",72.8," $54,362.00 "," $70,012.00 ",443 CLEVELAND STREET,ELYRIA,OH,Lorain,"(41.37466910000001, -82.08507379999999)","443 CLEVELAND STREET, ELYRIA, OH 44035",44035,39093-ELYRIA CITY 7-C,20839850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39093070700
CVS/PHARMACY #4054,,44133,339,502,-19.2,"29,434","30,800",," $81,803.00 "," $105,441.00 ",8001 WEST 130TH STREET,NORTH ROYALTON,OH,Cuyahoga,"(41.3503155, -81.7844823)","8001 WEST 130TH STREET, NORTH ROYALTON, OH 44133",44133,39035-NORTH ROYALTON 1-C,20758650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035175109
CVS/PHARMACY #4057,,44233,362,706,-31.7,"7,885","8,073",81.5," $138,268.00 "," $172,659.00 ",9 WEST 130TH STREET,HINCKLEY,OH,Medina,"(41.2760065, -81.7843973)","9 WEST 130TH STREET, HINCKLEY, OH 44233",44233,39103-HINCKLEY TWP D,20758600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39103400100
CVS/PHARMACY #4078,,44012,644,552,7.6,"24,700","25,296",," $110,174.00 "," $144,647.00 ",375 LEAR STREET,AVON LAKE,OH,Lorain,"(41.4948525, -81.9860854)","375 LEAR STREET, AVON LAKE, OH 44012",44012,39093-AVON LAKE CITY 1-B,20758900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39093097402
CVS/PHARMACY #4101,,44022,550,380,18.3,"16,203","16,513",82.9," $152,213.00 "," $252,344.00 ",34 SHOPPING PLAZA DRIVE,CHAGRIN FALLS,OH,Cuyahoga,"(41.4315807, -81.3896444)","34 SHOPPING PLAZA DRIVE, CHAGRIN FALLS, OH 44022",44022,39035-CHAGRIN FALLS B,20776200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035195900
CVS/PHARMACY #4208,,44131,367,577,-21.9,"19,728","20,593",80," $98,838.00 "," $124,546.00 ",6527 BRECKSVILLE ROAD,INDEPENDENCE,OH,Cuyahoga,"(41.3851815, -81.64045320000001)","6527 BRECKSVILLE ROAD, INDEPENDENCE, OH 44131",44131,39035-INDEPENDENCE A,20780600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035156101
CVS/PHARMACY #4223,,43224,652,203,51.9,"37,737","44,011",70.8," $50,934.00 "," $64,200.00 ",3100 CLEVELAND AVENUE,COLUMBUS,OH,Franklin,"(40.0308674, -82.9634738)","3100 CLEVELAND AVENUE, COLUMBUS, OH 43224",43224,39049-COLUMBUS 23-D,20792650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049000820
CVS/PHARMACY #4300,,44136,577,619,-3.5,"23,992","24,769",83," $93,713.00 "," $114,558.00 ",13777 PEARL ROAD,STRONGSVILLE,OH,Cuyahoga,"(41.31345150000001, -81.8344529)","13777 PEARL ROAD, STRONGSVILLE, OH 44136",44136,39035-STRONGSVILLE 4-A,20137550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035186201
CVS/PHARMACY #4301,,44067-2027,259,369,-17.4,"18,516","19,490",80.2," $89,082.00 "," $115,551.00 ",9302 Olde 8 Rd,Northfield,OH,Summit,"(41.31286720000001, -81.5384373)","9302 Olde 8 Rd, Northfield, OH 44067-2027",44067,39153-NORTHFIELD CENTER TWP C,20138800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153532703
CVS/PHARMACY #4304,,44145,406,418,-1.4,"32,226","33,125",82.1," $110,101.00 "," $159,934.00 ",30791 DETROIT ROAD,WESTLAKE,OH,Cuyahoga,"(41.4606027, -81.9600846)","30791 DETROIT ROAD, WESTLAKE, OH 44145",44145,39035-WESTLAKE 5-A,20093300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035189111
CVS/PHARMACY #4305,,44114,942,323,48.5,"6,893","7,409",," $45,400.00 "," $64,578.00 ",840 EUCLID AVENUE,CLEVELAND,OH,Cuyahoga,"(41.499883, -81.687106)","840 EUCLID AVENUE, CLEVELAND, OH 44114",44114,39035-CLEVELAND 03-L,20165650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035107701
CVS/PHARMACY #4309,,44223,401,322,10.8,"17,478","18,139",80.1," $89,046.00 "," $117,747.00 ",1711 STATE ROAD,CUYAHOGA FALLS,OH,Summit,"(41.1294413, -81.5076764)","1711 STATE ROAD, CUYAHOGA FALLS, OH 44223",44223,39153-CUYAHOGA FALLS 3-D,20137350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153520201
CVS/PHARMACY #4316,,44105,226,76,49.5,"30,295","33,335",69.2," $38,294.00 "," $52,030.00 ",6301 HARVARD AVENUE,CLEVELAND,OH,Cuyahoga,"(41.4485605, -81.6458888)","6301 HARVARD AVENUE, CLEVELAND, OH 44105",44105,39035-CLEVELAND 12-I,20139150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035115400
CVS/PHARMACY #4320,,44135,315,136,38.7,"24,987","27,177",75.2," $48,930.00 "," $66,158.00 ",14025 PURITAS AVE,CLEVELAND,OH,Cuyahoga,"(41.4331225, -81.79120069999999)","14025 PURITAS AVE, CLEVELAND, OH 44135",44135,39035-CLEVELAND 16-G,20081550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035124500
CVS/PHARMACY #4327,,44077,363,452,-10.7,"53,534","57,428",76.6," $80,692.00 "," $103,395.00 ",1506 MENTOR AVENUE,PAINESVILLE,OH,Lake,"(41.7008294, -81.2770469)","1506 MENTOR AVENUE, PAINESVILLE, OH 44077",44077,39085-PAINESVILLE TWP H,20139700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39085204700
CVS/PHARMACY #4330,,44146,319,104,49.8,"28,021","29,200",75.6," $53,049.00 "," $72,439.00 ",140 SOLON ROAD,BEDFORD,OH,Cuyahoga,"(41.3881782, -81.5254078)","140 SOLON ROAD, BEDFORD, OH 44146",44146,39035-BEDFORD 3-A,20151000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035132200
CVS/PHARMACY #4331,,44030,196,239,-9.7,"13,619","14,538",77," $57,264.00 "," $69,095.00 ",380 STATE STREET,CONNEAUT,OH,Ashtabula,"(41.9442964, -80.56094499999999)","380 STATE STREET, CONNEAUT, OH 44030",44030,39007-CONNEAUT 1-C,20179050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39007000103
CVS/PHARMACY #4333,,44305,379,265,17.3,"18,844","20,552",78," $55,909.00 "," $59,212.00 ",2091 EASTWOOD AVENUE,AKRON,OH,Summit,"(41.0846806, -81.442044)","2091 EASTWOOD AVENUE, AKRON, OH 44305",44305,39153-AKRON 10-F,20146500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153502700
CVS/PHARMACY #4336,,44067,185,231,-10.7,"18,516","19,490",75," $89,082.00 "," $115,551.00 ",10380 NORTHFIELD RD,NORTHFIELD,OH,Summit,"(41.3413406, -81.5298316)","10380 NORTHFIELD RD, NORTHFIELD, OH 44067",44067,39153-NORTHFIELD VLG A,20150950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153532702
CVS/PHARMACY #4342,,44471,226,254,-5.7,"9,681","10,244",75.7," $52,811.00 "," $67,617.00 ",900 YOUNGSTOWN-POLAND ROAD,STRUTHERS,OH,Mahoning,"(41.0467022, -80.615186)","900 YOUNGSTOWN-POLAND ROAD, STRUTHERS, OH 44471",44471,39099-STRUTHERS CITY 4 B,20149000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39099810700
CVS/PHARMACY #4345,,44121-3329,483,180,45.5,"38,937","40,322",82.3," $76,328.00 "," $106,716.00 ",14440 Cedar Rd,Cleveland,OH,Cuyahoga,"(41.5009119, -81.5206534)","14440 Cedar Rd, Cleveland, OH 44121-3329",44118,39035-UNIVERSITY HEIGHTS F,20151050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035187106
CVS/PHARMACY #4347,,44125,487,192,42.9,"26,683","28,973",77.4," $55,524.00 "," $69,806.00 ",11223 GRANGER ROAD,GARFIELD HEIGHTS,OH,Cuyahoga,"(41.4176837, -81.607075)","11223 GRANGER ROAD, GARFIELD HEIGHTS, OH 44125",44125,39035-GARFIELD HEIGHTS 4-C,20181750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035154501
CVS/PHARMACY #4348,,44092,542,270,33.3,"16,568","17,210",79.9," $67,907.00 "," $84,367.00 ",28700 CHARDON ROAD,WILLOUGHBY HILLS,OH,Lake,"(41.5832364, -81.4793455)","28700 CHARDON ROAD, WILLOUGHBY HILLS, OH 44092",44092,39085-WILLOUGHBY HILLS CITY DD,20433950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39085201000
CVS/PHARMACY #4349,,44062,261,519,-32.7,"9,611","16,238",78.8," $75,681.00 "," $94,488.00 ",15925 WEST HIGH ST.,MIDDLEFIELD,OH,Geauga,"(41.4617513, -81.0739565)","15925 WEST HIGH ST., MIDDLEFIELD, OH 44062",44062,39055-MIDDLEFIELD VILL A,20164450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39055312300
CVS/PHARMACY #4350,,44120,776,72,83,"32,477","34,189",79.7," $46,326.00 "," $78,603.00 ",13215 SHAKER SQUARE,CLEVELAND,OH,Cuyahoga,"(41.4845039, -81.5895259)","13215 SHAKER SQUARE, CLEVELAND, OH 44120",44120,39035-CLEVELAND 04-Q,20165100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035119501
CVS/PHARMACY #4351,,44094,359,319,5.9,"34,757","36,258",77.2," $76,125.00 "," $102,707.00 ",6005 SOM CENTER ROAD,WILLOUGHBY,OH,Lake,"(41.6063602, -81.4390726)","6005 SOM CENTER ROAD, WILLOUGHBY, OH 44094",44094,39085-WILLOUGHBY CITY 4C,20448600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39085201300
CVS/PHARMACY #4353,,44622,158,219,-15.8,"17,557","18,369",77.6," $70,237.00 "," $88,367.00 ",300 OXFORD STREET,DOVER,OH,Tuscarawas,"(40.5174207, -81.46873370000002)","300 OXFORD STREET, DOVER, OH 44622",44622,39157-DOVER 4-B,20721150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39157021100
CVS/PHARMACY #4359,,44236,383,327,7.8,"25,588","25,929",83.7," $168,973.00 "," $209,666.00 ",5783 DARROW ROAD,HUDSON,OH,Summit,"(41.2225359, -81.4397141)","5783 DARROW ROAD, HUDSON, OH 44236",44236,39153-HUDSON 1-C,20362450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153533200
CVS/PHARMACY #4360,,44256,506,615,-9.6,"61,708","63,948",75.9," $100,345.00 "," $129,031.00 ",401 SOUTH ELMWOOD AVE.,MEDINA,OH,Medina,"(41.1351612, -81.8664489)","401 SOUTH ELMWOOD AVE., MEDINA, OH 44256",44256,39103-MEDINA CITY 2-A,20398350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39103408201
CVS/PHARMACY #4366,,44026,312,524,-25.2,"10,427","10,722",79.2," $106,740.00 "," $129,595.00 ",8519 MAYFIELD ROAD,CHESTERLAND,OH,Geauga,"(41.5217472, -81.3372009)","8519 MAYFIELD ROAD, CHESTERLAND, OH 44026",44026,39055-CHESTER TWP I,20384900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39055310700
CVS/PHARMACY #4393,,44230,352,546,-21.2,"7,722","8,145",78.9," $74,429.00 "," $99,841.00 ",105 NORTH PORTAGE STREET,DOYLESTOWN,OH,Wayne,"(40.9698218, -81.69585)","105 NORTH PORTAGE STREET, DOYLESTOWN, OH 44230",44230,39169-CHIPPEWA TWP 4 DOY/TOWN,20706450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39169002901
CVS/PHARMACY #4400,,45631,221,639,-47.9,"11,279","12,555",," $54,772.00 "," $74,849.00 ",3066 STATE ROUTE 160,GALLIPOLIS,OH,Gallia,"(38.8446731, -82.2340777)","3066 STATE ROUTE 160, GALLIPOLIS, OH 45631",45631,39053-GREEN TWP 1,20826950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39053953901
CVS/PHARMACY #4401,,45429,522,641,-10,"24,889","26,302",80.8," $77,291.00 "," $107,448.00 ",5981 FAR HILLS AVENUE,DAYTON,OH,Montgomery,"(39.659384, -84.1585365)","5981 FAR HILLS AVENUE, DAYTON, OH 45429",45429,39113-WASHINGTON G,20719300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39113040101
CVS/PHARMACY #4437,,44087,511,163,51,"20,973","21,716",80.8," $95,810.00 "," $133,531.00 ",10085 DARROW ROAD,TWINSBURG,OH,Summit,"(41.3404229, -81.43904789999999)","10085 DARROW ROAD, TWINSBURG, OH 44087",44087,39153-TWINSBURG 4-B,20968700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153530108
CVS/PHARMACY #4445,,45806,189,518,-46,"10,298","10,789",76," $82,160.00 "," $103,059.00 ",2620 W. BREESE RD.,LIMA,OH,Allen,"(40.6868874, -84.1518024)","2620 W. BREESE RD., LIMA, OH 45806",45806,39003-SHAWNEE TWP J,20961050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39003011900
CVS/PHARMACY #4483,,43220,711,365,31.8,"27,358","29,617",79.9," $77,090.00 "," $130,588.00 ",4777 SAWMILL ROAD,COLUMBUS,OH,Franklin,"(40.0645257, -83.0939468)","4777 SAWMILL ROAD, COLUMBUS, OH 43220",43220,39049-COLUMBUS 64-F,21122200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006372
CVS/PHARMACY #4499,,44124,522,327,22.7,"38,536","39,727",80.1," $78,895.00 "," $115,619.00 ",1443 RICHMOND ROAD,LYNDHURST,OH,Cuyahoga,"(41.5202737, -81.496115)","1443 RICHMOND ROAD, LYNDHURST, OH 44124",44124,39035-LYNDHURST 1-C,21032100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035170102
CVS/PHARMACY #4572,,44221,432,255,25.3,"26,995","29,147",80," $61,893.00 "," $75,862.00 ",641 GRAHAM ROAD,CUYAHOGA FALLS,OH,Summit,"(41.1612372, -81.48930709999999)","641 GRAHAM ROAD, CUYAHOGA FALLS, OH 44221",44221,39153-STOW 4-F,21982400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153530603
CVS/PHARMACY #4605,,44667,279,519,-29.5,"11,500","13,592",71.9," $72,402.00 "," $89,641.00 ",415 NORTH MAIN STREET,ORRVILLE,OH,Wayne,"(40.8439411, -81.7643219)","415 NORTH MAIN STREET, ORRVILLE, OH 44667",44667,39169-ORRVILLE CITY 1,20806600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39169001200
CVS/PHARMACY #4606,,44481,263,196,14.3,"23,123","24,975",63.2," $47,629.00 "," $58,892.00 ",620 EAST MARKET STREET,WARREN,OH,Trumbull,"(41.2358851, -80.8100515)","620 EAST MARKET STREET, WARREN, OH 44481",44483,39155-WARREN CITY 4D,20805700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39155933800
CVS/PHARMACY #4607,,44124,480,349,15.6,"38,536","39,727",76.4," $78,895.00 "," $115,619.00 ",5901 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,Cuyahoga,"(41.5205222, -81.4664878)","5901 MAYFIELD ROAD, MAYFIELD HEIGHTS, OH 44124",44124,39035-MAYFIELD HEIGHTS B,20775700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035172101
CVS/PHARMACY #4621,,43119,298,295,0.5,"27,403","29,390",," $88,253.00 "," $103,369.00 ",1001 NORTON ROAD,GALLOWAY,OH,Franklin,"(39.9305808, -83.1450354)","1001 NORTON ROAD, GALLOWAY, OH 43119",43119,39049-COLUMBUS 87-A,20893300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049008169
CVS/PHARMACY #4800,,44304,159,71,37.6,"3,077","3,386",," $35,946.00 "," $45,509.00 ",590 E. MARKET STREET,AKRON,OH,Summit,"(41.0772203, -81.49876809999999)","590 E. MARKET STREET, AKRON, OH 44304",44304,39153-AKRON 05-N,20450150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39153508900
CVS/PHARMACY #4802,,44632,268,583,-36.6,"10,295","10,563",," $88,448.00 "," $105,853.00 ",600 W. MAPLE STREET,HARTVILLE,OH,Stark,"(40.966207, -81.3403646)","600 W. MAPLE STREET, HARTVILLE, OH 44632",44632,39151-LAKE B,20574700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39151711001
CVS/PHARMACY #4803,,44103,453,30,86.9,"12,241","13,336",," $24,219.00 "," $35,090.00 ",8000 EUCLID AVENUE,CLEVELAND,OH,Cuyahoga,"(41.5032518, -81.63296799999999)","8000 EUCLID AVENUE, CLEVELAND, OH 44103",44103,39035-CLEVELAND 06-G,20722000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035197200
CVS/PHARMACY #4804,,44023,396,414,-2.2,"18,532","18,896",83.1," $130,452.00 "," $179,491.00 ",16801 CHILLICOTHE ROAD,CHAGRIN FALLS,OH,Geauga,"(41.4121343, -81.33749209999999)","16801 CHILLICOTHE ROAD, CHAGRIN FALLS, OH 44023",44023,39055-BAINBRIDGE TWP C,20649050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39055311800
